nohup: ignoring input
cuda
3
step: 0, train loss: 1.033, val loss: 1.034
step: 5850, train loss: 0.197, val loss: 0.193
step: 5860, train loss: 0.200, val loss: 0.199
step: 5870, train loss: 0.199, val loss: 0.197
step: 5880, train loss: 0.195, val loss: 0.198
step: 5890, train loss: 0.203, val loss: 0.198
step: 5900, train loss: 0.195, val loss: 0.194
step: 5910, train loss: 0.200, val loss: 0.198
step: 5920, train loss: 0.199, val loss: 0.197
step: 5930, train loss: 0.201, val loss: 0.192
step: 5940, train loss: 0.198, val loss: 0.196
step: 5950, train loss: 0.196, val loss: 0.199
step: 5960, train loss: 0.197, val loss: 0.197
step: 5970, train loss: 0.200, val loss: 0.199
step: 5980, train loss: 0.197, val loss: 0.202
step: 5990, train loss: 0.203, val loss: 0.198
step: 6000, train loss: 0.194, val loss: 0.197
step: 6010, train loss: 0.199, val loss: 0.196
step: 6020, train loss: 0.203, val loss: 0.198
step: 6030, train loss: 0.195, val loss: 0.199
step: 6040, train loss: 0.201, val loss: 0.195
step: 6050, train loss: 0.194, val loss: 0.195
step: 6060, train loss: 0.198, val loss: 0.193
step: 6070, train loss: 0.201, val loss: 0.196
step: 6080, train loss: 0.199, val loss: 0.195
step: 6090, train loss: 0.199, val loss: 0.197
step: 6100, train loss: 0.202, val loss: 0.201
step: 6110, train loss: 0.200, val loss: 0.195
step: 6120, train loss: 0.204, val loss: 0.201
step: 6130, train loss: 0.200, val loss: 0.195
step: 6140, train loss: 0.200, val loss: 0.197
step: 6150, train loss: 0.199, val loss: 0.197
step: 6160, train loss: 0.197, val loss: 0.198
step: 6170, train loss: 0.201, val loss: 0.194
step: 6180, train loss: 0.202, val loss: 0.196
step: 6190, train loss: 0.200, val loss: 0.200
step: 6200, train loss: 0.198, val loss: 0.197
step: 6210, train loss: 0.201, val loss: 0.196
step: 6220, train loss: 0.202, val loss: 0.197
step: 6230, train loss: 0.200, val loss: 0.197
step: 6240, train loss: 0.202, val loss: 0.198
step: 6250, train loss: 0.200, val loss: 0.191
step: 6260, train loss: 0.196, val loss: 0.200
step: 6270, train loss: 0.201, val loss: 0.197
step: 6280, train loss: 0.202, val loss: 0.196
step: 6290, train loss: 0.196, val loss: 0.198
step: 6300, train loss: 0.201, val loss: 0.198
step: 6310, train loss: 0.196, val loss: 0.198
step: 6320, train loss: 0.199, val loss: 0.200
step: 6330, train loss: 0.194, val loss: 0.194
step: 6340, train loss: 0.197, val loss: 0.196
step: 6350, train loss: 0.199, val loss: 0.197
step: 6360, train loss: 0.203, val loss: 0.198
step: 6370, train loss: 0.199, val loss: 0.195
step: 6380, train loss: 0.202, val loss: 0.199
step: 6390, train loss: 0.198, val loss: 0.195
step: 6400, train loss: 0.199, val loss: 0.193
step: 6410, train loss: 0.197, val loss: 0.190
step: 6420, train loss: 0.202, val loss: 0.194
step: 6430, train loss: 0.198, val loss: 0.196
step: 6440, train loss: 0.199, val loss: 0.198
step: 6450, train loss: 0.201, val loss: 0.200
step: 6460, train loss: 0.197, val loss: 0.200
step: 6470, train loss: 0.202, val loss: 0.195
step: 6480, train loss: 0.202, val loss: 0.195
step: 6490, train loss: 0.200, val loss: 0.198
step: 6500, train loss: 0.205, val loss: 0.197
step: 6510, train loss: 0.196, val loss: 0.193
step: 6520, train loss: 0.204, val loss: 0.199
step: 6530, train loss: 0.203, val loss: 0.195
step: 6540, train loss: 0.194, val loss: 0.197
step: 6550, train loss: 0.197, val loss: 0.201
step: 6560, train loss: 0.200, val loss: 0.202
step: 6570, train loss: 0.199, val loss: 0.197
step: 6580, train loss: 0.192, val loss: 0.196
step: 6590, train loss: 0.197, val loss: 0.198
step: 6600, train loss: 0.202, val loss: 0.196
step: 6610, train loss: 0.200, val loss: 0.199
step: 6620, train loss: 0.195, val loss: 0.196
step: 6630, train loss: 0.202, val loss: 0.200
step: 6640, train loss: 0.199, val loss: 0.197
step: 6650, train loss: 0.199, val loss: 0.201
step: 6660, train loss: 0.204, val loss: 0.194
step: 6670, train loss: 0.199, val loss: 0.195
step: 6680, train loss: 0.199, val loss: 0.196
step: 6690, train loss: 0.206, val loss: 0.195
step: 6700, train loss: 0.198, val loss: 0.195
step: 6710, train loss: 0.202, val loss: 0.194
step: 6720, train loss: 0.193, val loss: 0.198
step: 6730, train loss: 0.205, val loss: 0.195
step: 6740, train loss: 0.198, val loss: 0.196
step: 6750, train loss: 0.204, val loss: 0.200
step: 6760, train loss: 0.200, val loss: 0.197
step: 6770, train loss: 0.204, val loss: 0.199
step: 6780, train loss: 0.200, val loss: 0.194
step: 6790, train loss: 0.197, val loss: 0.192
step: 6800, train loss: 0.201, val loss: 0.193
step: 6810, train loss: 0.194, val loss: 0.196
step: 6820, train loss: 0.200, val loss: 0.200
step: 6830, train loss: 0.201, val loss: 0.196
step: 6840, train loss: 0.202, val loss: 0.198
step: 6850, train loss: 0.203, val loss: 0.197
step: 6860, train loss: 0.201, val loss: 0.198
step: 6870, train loss: 0.199, val loss: 0.194
step: 6880, train loss: 0.202, val loss: 0.197
step: 6890, train loss: 0.196, val loss: 0.200
step: 6900, train loss: 0.200, val loss: 0.194
step: 6910, train loss: 0.201, val loss: 0.193
step: 6920, train loss: 0.197, val loss: 0.199
step: 6930, train loss: 0.196, val loss: 0.192
step: 6940, train loss: 0.195, val loss: 0.202
step: 6950, train loss: 0.196, val loss: 0.197
step: 6960, train loss: 0.199, val loss: 0.199
step: 6970, train loss: 0.198, val loss: 0.197
step: 6980, train loss: 0.193, val loss: 0.198
step: 6990, train loss: 0.202, val loss: 0.197
step: 7000, train loss: 0.205, val loss: 0.199
step: 7010, train loss: 0.202, val loss: 0.194
step: 7020, train loss: 0.197, val loss: 0.195
step: 7030, train loss: 0.204, val loss: 0.200
step: 7040, train loss: 0.196, val loss: 0.199
step: 7050, train loss: 0.194, val loss: 0.195
step: 7060, train loss: 0.207, val loss: 0.195
step: 7070, train loss: 0.205, val loss: 0.197
step: 7080, train loss: 0.200, val loss: 0.196
step: 7090, train loss: 0.198, val loss: 0.197
step: 7100, train loss: 0.200, val loss: 0.199
step: 7110, train loss: 0.199, val loss: 0.198
step: 7120, train loss: 0.193, val loss: 0.196
step: 7130, train loss: 0.200, val loss: 0.199
step: 7140, train loss: 0.196, val loss: 0.193
step: 7150, train loss: 0.200, val loss: 0.191
step: 7160, train loss: 0.198, val loss: 0.197
step: 7170, train loss: 0.205, val loss: 0.196
step: 7180, train loss: 0.194, val loss: 0.201
step: 7190, train loss: 0.198, val loss: 0.195
step: 7200, train loss: 0.200, val loss: 0.194
step: 7210, train loss: 0.198, val loss: 0.198
step: 7220, train loss: 0.196, val loss: 0.192
step: 7230, train loss: 0.202, val loss: 0.196
step: 7240, train loss: 0.198, val loss: 0.198
step: 7250, train loss: 0.197, val loss: 0.198
step: 7260, train loss: 0.196, val loss: 0.196
step: 7270, train loss: 0.199, val loss: 0.201
step: 7280, train loss: 0.199, val loss: 0.196
step: 7290, train loss: 0.197, val loss: 0.193
step: 7300, train loss: 0.197, val loss: 0.198
step: 7310, train loss: 0.200, val loss: 0.200
step: 7320, train loss: 0.198, val loss: 0.194
step: 7330, train loss: 0.201, val loss: 0.200
step: 7340, train loss: 0.201, val loss: 0.200
step: 7350, train loss: 0.202, val loss: 0.196
step: 7360, train loss: 0.193, val loss: 0.195
step: 7370, train loss: 0.207, val loss: 0.198
step: 7380, train loss: 0.199, val loss: 0.199
step: 7390, train loss: 0.200, val loss: 0.194
step: 7400, train loss: 0.202, val loss: 0.193
step: 7410, train loss: 0.202, val loss: 0.196
step: 7420, train loss: 0.196, val loss: 0.199
step: 7430, train loss: 0.199, val loss: 0.196
step: 7440, train loss: 0.200, val loss: 0.195
step: 7450, train loss: 0.197, val loss: 0.201
step: 7460, train loss: 0.197, val loss: 0.200
step: 7470, train loss: 0.196, val loss: 0.194
step: 7480, train loss: 0.199, val loss: 0.198
step: 7490, train loss: 0.200, val loss: 0.194
step: 7500, train loss: 0.198, val loss: 0.198
step: 7510, train loss: 0.201, val loss: 0.196
step: 7520, train loss: 0.202, val loss: 0.199
step: 7530, train loss: 0.197, val loss: 0.200
step: 7540, train loss: 0.200, val loss: 0.192
step: 7550, train loss: 0.193, val loss: 0.196
step: 7560, train loss: 0.198, val loss: 0.200
step: 7570, train loss: 0.199, val loss: 0.196
step: 7580, train loss: 0.203, val loss: 0.194
step: 7590, train loss: 0.201, val loss: 0.194
step: 7600, train loss: 0.203, val loss: 0.198
step: 7610, train loss: 0.205, val loss: 0.198
step: 7620, train loss: 0.205, val loss: 0.196
step: 7630, train loss: 0.199, val loss: 0.196
step: 7640, train loss: 0.203, val loss: 0.197
step: 7650, train loss: 0.199, val loss: 0.198
step: 7660, train loss: 0.199, val loss: 0.197
step: 7670, train loss: 0.200, val loss: 0.195
step: 7680, train loss: 0.200, val loss: 0.196
step: 7690, train loss: 0.195, val loss: 0.196
step: 7700, train loss: 0.205, val loss: 0.197
step: 7710, train loss: 0.195, val loss: 0.198
step: 7720, train loss: 0.200, val loss: 0.198
step: 7730, train loss: 0.199, val loss: 0.200
step: 7740, train loss: 0.192, val loss: 0.194
step: 7750, train loss: 0.197, val loss: 0.193
step: 7760, train loss: 0.200, val loss: 0.194
step: 7770, train loss: 0.196, val loss: 0.197
step: 7780, train loss: 0.206, val loss: 0.198
step: 7790, train loss: 0.201, val loss: 0.200
step: 7800, train loss: 0.201, val loss: 0.198
step: 7810, train loss: 0.196, val loss: 0.196
step: 7820, train loss: 0.206, val loss: 0.198
step: 7830, train loss: 0.203, val loss: 0.196
step: 7840, train loss: 0.206, val loss: 0.200
step: 7850, train loss: 0.203, val loss: 0.202
step: 7860, train loss: 0.196, val loss: 0.198
step: 7870, train loss: 0.204, val loss: 0.198
step: 7880, train loss: 0.197, val loss: 0.194
step: 7890, train loss: 0.200, val loss: 0.197
step: 7900, train loss: 0.201, val loss: 0.196
step: 7910, train loss: 0.203, val loss: 0.197
step: 7920, train loss: 0.197, val loss: 0.199
step: 7930, train loss: 0.199, val loss: 0.194
step: 7940, train loss: 0.198, val loss: 0.197
step: 7950, train loss: 0.197, val loss: 0.196
step: 7960, train loss: 0.197, val loss: 0.196
step: 7970, train loss: 0.198, val loss: 0.197
step: 7980, train loss: 0.207, val loss: 0.197
step: 7990, train loss: 0.199, val loss: 0.198
step: 8000, train loss: 0.194, val loss: 0.195
step: 8010, train loss: 0.197, val loss: 0.194
step: 8020, train loss: 0.200, val loss: 0.196
step: 8030, train loss: 0.201, val loss: 0.196
step: 8040, train loss: 0.198, val loss: 0.195
step: 8050, train loss: 0.202, val loss: 0.199
step: 8060, train loss: 0.201, val loss: 0.197
step: 8070, train loss: 0.199, val loss: 0.197
step: 8080, train loss: 0.200, val loss: 0.200
step: 8090, train loss: 0.199, val loss: 0.196
step: 8100, train loss: 0.203, val loss: 0.202
step: 8110, train loss: 0.199, val loss: 0.198
step: 8120, train loss: 0.201, val loss: 0.198
step: 8130, train loss: 0.201, val loss: 0.196
step: 8140, train loss: 0.202, val loss: 0.192
step: 8150, train loss: 0.192, val loss: 0.199
step: 8160, train loss: 0.198, val loss: 0.198
step: 8170, train loss: 0.199, val loss: 0.201
step: 8180, train loss: 0.203, val loss: 0.198
step: 8190, train loss: 0.199, val loss: 0.197
step: 8200, train loss: 0.196, val loss: 0.196
step: 8210, train loss: 0.200, val loss: 0.197
step: 8220, train loss: 0.200, val loss: 0.198
step: 8230, train loss: 0.201, val loss: 0.197
step: 8240, train loss: 0.199, val loss: 0.194
step: 8250, train loss: 0.200, val loss: 0.194
step: 8260, train loss: 0.202, val loss: 0.198
step: 8270, train loss: 0.204, val loss: 0.202
step: 8280, train loss: 0.199, val loss: 0.195
step: 8290, train loss: 0.195, val loss: 0.195
step: 8300, train loss: 0.199, val loss: 0.193
step: 8310, train loss: 0.198, val loss: 0.194
step: 8320, train loss: 0.199, val loss: 0.194
step: 8330, train loss: 0.203, val loss: 0.196
step: 8340, train loss: 0.203, val loss: 0.196
step: 8350, train loss: 0.197, val loss: 0.194
step: 8360, train loss: 0.200, val loss: 0.197
step: 8370, train loss: 0.196, val loss: 0.202
step: 8380, train loss: 0.197, val loss: 0.194
step: 8390, train loss: 0.200, val loss: 0.194
step: 8400, train loss: 0.198, val loss: 0.193
step: 8410, train loss: 0.196, val loss: 0.197
step: 8420, train loss: 0.202, val loss: 0.197
step: 8430, train loss: 0.205, val loss: 0.197
step: 8440, train loss: 0.200, val loss: 0.196
step: 8450, train loss: 0.199, val loss: 0.193
step: 8460, train loss: 0.201, val loss: 0.198
step: 8470, train loss: 0.202, val loss: 0.199
step: 8480, train loss: 0.198, val loss: 0.197
step: 8490, train loss: 0.203, val loss: 0.197
step: 8500, train loss: 0.203, val loss: 0.194
step: 8510, train loss: 0.197, val loss: 0.194
step: 8520, train loss: 0.202, val loss: 0.194
step: 8530, train loss: 0.198, val loss: 0.197
step: 8540, train loss: 0.198, val loss: 0.194
step: 8550, train loss: 0.197, val loss: 0.197
step: 8560, train loss: 0.199, val loss: 0.193
step: 8570, train loss: 0.196, val loss: 0.195
step: 8580, train loss: 0.203, val loss: 0.199
step: 8590, train loss: 0.201, val loss: 0.197
step: 8600, train loss: 0.198, val loss: 0.199
step: 8610, train loss: 0.203, val loss: 0.196
step: 8620, train loss: 0.199, val loss: 0.199
step: 8630, train loss: 0.199, val loss: 0.196
step: 8640, train loss: 0.200, val loss: 0.198
step: 8650, train loss: 0.193, val loss: 0.198
step: 8660, train loss: 0.203, val loss: 0.195
step: 8670, train loss: 0.200, val loss: 0.199
step: 8680, train loss: 0.204, val loss: 0.192
step: 8690, train loss: 0.202, val loss: 0.197
step: 8700, train loss: 0.198, val loss: 0.195
step: 8710, train loss: 0.200, val loss: 0.191
step: 8720, train loss: 0.199, val loss: 0.195
step: 8730, train loss: 0.200, val loss: 0.196
step: 8740, train loss: 0.193, val loss: 0.200
step: 8750, train loss: 0.200, val loss: 0.190
step: 8760, train loss: 0.200, val loss: 0.201
step: 8770, train loss: 0.202, val loss: 0.190
step: 8780, train loss: 0.201, val loss: 0.198
step: 8790, train loss: 0.202, val loss: 0.198
step: 8800, train loss: 0.199, val loss: 0.198
step: 8810, train loss: 0.203, val loss: 0.195
step: 8820, train loss: 0.198, val loss: 0.198
step: 8830, train loss: 0.199, val loss: 0.199
step: 8840, train loss: 0.201, val loss: 0.196
step: 8850, train loss: 0.195, val loss: 0.191
step: 8860, train loss: 0.197, val loss: 0.200
step: 8870, train loss: 0.203, val loss: 0.195
step: 8880, train loss: 0.197, val loss: 0.193
step: 8890, train loss: 0.198, val loss: 0.195
step: 8900, train loss: 0.198, val loss: 0.195
step: 8910, train loss: 0.202, val loss: 0.196
step: 8920, train loss: 0.199, val loss: 0.193
step: 8930, train loss: 0.197, val loss: 0.196
step: 8940, train loss: 0.200, val loss: 0.194
step: 8950, train loss: 0.198, val loss: 0.199
step: 8960, train loss: 0.200, val loss: 0.195
step: 8970, train loss: 0.201, val loss: 0.194
step: 8980, train loss: 0.197, val loss: 0.195
step: 8990, train loss: 0.204, val loss: 0.198
step: 9000, train loss: 0.198, val loss: 0.194
step: 9010, train loss: 0.201, val loss: 0.197
step: 9020, train loss: 0.198, val loss: 0.194
step: 9030, train loss: 0.203, val loss: 0.196
step: 9040, train loss: 0.201, val loss: 0.197
step: 9050, train loss: 0.205, val loss: 0.198
step: 9060, train loss: 0.199, val loss: 0.196
step: 9070, train loss: 0.197, val loss: 0.201
step: 9080, train loss: 0.200, val loss: 0.194
step: 9090, train loss: 0.200, val loss: 0.197
step: 9100, train loss: 0.198, val loss: 0.198
step: 9110, train loss: 0.195, val loss: 0.197
step: 9120, train loss: 0.201, val loss: 0.192
step: 9130, train loss: 0.199, val loss: 0.199
step: 9140, train loss: 0.197, val loss: 0.192
step: 9150, train loss: 0.196, val loss: 0.192
step: 9160, train loss: 0.197, val loss: 0.196
step: 9170, train loss: 0.198, val loss: 0.196
step: 9180, train loss: 0.198, val loss: 0.194
step: 9190, train loss: 0.195, val loss: 0.200
step: 9200, train loss: 0.198, val loss: 0.192
step: 9210, train loss: 0.200, val loss: 0.199
step: 9220, train loss: 0.203, val loss: 0.196
step: 9230, train loss: 0.200, val loss: 0.197
step: 9240, train loss: 0.197, val loss: 0.194
step: 9250, train loss: 0.198, val loss: 0.194
step: 9260, train loss: 0.199, val loss: 0.197
step: 9270, train loss: 0.197, val loss: 0.200
step: 9280, train loss: 0.199, val loss: 0.198
step: 9290, train loss: 0.205, val loss: 0.193
step: 9300, train loss: 0.197, val loss: 0.196
step: 9310, train loss: 0.200, val loss: 0.197
step: 9320, train loss: 0.204, val loss: 0.193
step: 9330, train loss: 0.205, val loss: 0.200
step: 9340, train loss: 0.201, val loss: 0.191
step: 9350, train loss: 0.199, val loss: 0.198
step: 9360, train loss: 0.200, val loss: 0.195
step: 9370, train loss: 0.202, val loss: 0.199
step: 9380, train loss: 0.197, val loss: 0.193
step: 9390, train loss: 0.193, val loss: 0.195
step: 9400, train loss: 0.204, val loss: 0.195
step: 9410, train loss: 0.200, val loss: 0.195
step: 9420, train loss: 0.199, val loss: 0.195
step: 9430, train loss: 0.202, val loss: 0.200
step: 9440, train loss: 0.202, val loss: 0.197
step: 9450, train loss: 0.204, val loss: 0.195
step: 9460, train loss: 0.202, val loss: 0.199
step: 9470, train loss: 0.195, val loss: 0.199
step: 9480, train loss: 0.197, val loss: 0.196
step: 9490, train loss: 0.199, val loss: 0.192
step: 9500, train loss: 0.197, val loss: 0.199
step: 9510, train loss: 0.201, val loss: 0.197
step: 9520, train loss: 0.203, val loss: 0.200
step: 9530, train loss: 0.196, val loss: 0.196
step: 9540, train loss: 0.206, val loss: 0.197
step: 9550, train loss: 0.196, val loss: 0.197
step: 9560, train loss: 0.200, val loss: 0.196
step: 9570, train loss: 0.201, val loss: 0.192
step: 9580, train loss: 0.199, val loss: 0.193
step: 9590, train loss: 0.200, val loss: 0.196
step: 9600, train loss: 0.197, val loss: 0.194
step: 9610, train loss: 0.199, val loss: 0.195
step: 9620, train loss: 0.195, val loss: 0.196
step: 9630, train loss: 0.203, val loss: 0.201
step: 9640, train loss: 0.199, val loss: 0.194
step: 9650, train loss: 0.200, val loss: 0.197
step: 9660, train loss: 0.194, val loss: 0.197
step: 9670, train loss: 0.202, val loss: 0.195
step: 9680, train loss: 0.205, val loss: 0.195
step: 9690, train loss: 0.199, val loss: 0.200
step: 9700, train loss: 0.203, val loss: 0.198
step: 9710, train loss: 0.203, val loss: 0.197
step: 9720, train loss: 0.200, val loss: 0.198
step: 9730, train loss: 0.198, val loss: 0.198
step: 9740, train loss: 0.195, val loss: 0.198
step: 9750, train loss: 0.197, val loss: 0.196
step: 9760, train loss: 0.199, val loss: 0.196
step: 9770, train loss: 0.200, val loss: 0.199
step: 9780, train loss: 0.198, val loss: 0.196
step: 9790, train loss: 0.201, val loss: 0.198
step: 9800, train loss: 0.201, val loss: 0.196
step: 9810, train loss: 0.199, val loss: 0.196
step: 9820, train loss: 0.198, val loss: 0.201
step: 9830, train loss: 0.200, val loss: 0.198
step: 9840, train loss: 0.204, val loss: 0.197
step: 9850, train loss: 0.198, val loss: 0.196
step: 9860, train loss: 0.200, val loss: 0.196
step: 9870, train loss: 0.198, val loss: 0.195
step: 9880, train loss: 0.196, val loss: 0.197
step: 9890, train loss: 0.200, val loss: 0.198
step: 9900, train loss: 0.204, val loss: 0.197
step: 9910, train loss: 0.204, val loss: 0.194
step: 9920, train loss: 0.202, val loss: 0.197
step: 9930, train loss: 0.202, val loss: 0.199
step: 9940, train loss: 0.202, val loss: 0.197
step: 9950, train loss: 0.195, val loss: 0.199
step: 9960, train loss: 0.195, val loss: 0.197
step: 9970, train loss: 0.195, val loss: 0.192
step: 9980, train loss: 0.204, val loss: 0.200
step: 9990, train loss: 0.195, val loss: 0.196
model saved
